"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/25210991/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 10:53:11...";"Єдиний унікальний номер: 761/35366/17";"Номер провадження: 3/761/7394/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25210993/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:15:51...";"Єдиний унікальний номер: 761/35367/17";"Номер провадження: 1-кс/761/22406/2017";"Номер провадження слідчих органів: 1/2017/11/003/0004260";;;;;
"http://court.gov.ua/log_documents/25211046/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:26:23...";"Єдиний унікальний номер: 761/35368/17";"Номер провадження: 2/761/7511/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25211047/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 10:54:57...";"Єдиний унікальний номер: 761/35369/17";"Номер провадження: 3/761/7395/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211116/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 10:56:37...";"Єдиний унікальний номер: 761/35371/17";"Номер провадження: 3/761/7396/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211237/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 10:58:31...";"Єдиний унікальний номер: 761/35372/17";"Номер провадження: 3/761/7397/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211313/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:00:37...";"Єдиний унікальний номер: 761/35373/17";"Номер провадження: 3/761/7398/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211335/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:02:29...";"Єдиний унікальний номер: 761/35374/17";"Номер провадження: 3/761/7399/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211449/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:04:10...";"Єдиний унікальний номер: 761/35375/17";"Номер провадження: 3/761/7400/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211542/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:06:02...";"Єдиний унікальний номер: 761/35377/17";"Номер провадження: 3/761/7401/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211606/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:07:41...";"Єдиний унікальний номер: 761/35378/17";"Номер провадження: 3/761/7402/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211786/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:12:07...";"Єдиний унікальний номер: 761/35380/17";"Номер провадження: 3/761/7403/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25211881/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:13:50...";"Єдиний унікальний номер: 761/35381/17";"Номер провадження: 3/761/7404/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212045/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:17:33...";"Єдиний унікальний номер: 761/19547/17";"Номер провадження: 2-во/761/166/17";"Поєднано зі справою № 761/19547/17[2610-23161114] з типом поєднання У порядку виконання";;;;;
"http://court.gov.ua/log_documents/25212047/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:16:35...";"Єдиний унікальний номер: 761/16088/17";"Номер провадження: 3/761/7405/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212089/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:24:27...";"Єдиний унікальний номер: 761/35382/17";"Номер провадження: 2/761/7512/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25212327/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:21:42...";"Єдиний унікальний номер: 761/35384/17";"Номер провадження: 3/761/7407/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212480/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:21:09...";"Єдиний унікальний номер: 761/35385/17";"Номер провадження: 2/761/7513/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25212494/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:30:38...";"Єдиний унікальний номер: 761/35386/17";"Номер провадження: 1-кс/761/22410/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011678";;;;;
"http://court.gov.ua/log_documents/25212519/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:23:30...";"Єдиний унікальний номер: 761/35387/17";"Номер провадження: 3/761/7408/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212608/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:25:18...";"Єдиний унікальний номер: 761/35388/17";"Номер провадження: 3/761/7409/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212676/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:31:35...";"Єдиний унікальний номер: 761/35389/17";"Номер провадження: 1-кс/761/22411/2017";"Номер провадження слідчих органів: 2/2014/00/000/0000266";;;;;
"http://court.gov.ua/log_documents/25212779/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:27:20...";"Єдиний унікальний номер: 761/35390/17";"Номер провадження: 3/761/7410/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212794/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:22:56...";"Єдиний унікальний номер: 761/35385/17";"Номер провадження: 2-з/761/500/2017";"Поєднано зі справою № 761/35385/17[2610-25212480] з типом поєднання Забезпечення позову, доказів";;;;;
"http://court.gov.ua/log_documents/25212853/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:29:02...";"Єдиний унікальний номер: 761/35391/17";"Номер провадження: 3/761/7411/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212857/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:47:10...";"Єдиний унікальний номер: 761/35389/17";"Номер провадження: 1-кс/761/22412/2017";"Номер провадження слідчих органів: 2/2014/00/000/0000266";;;;;
"http://court.gov.ua/log_documents/25212967/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:31:24...";"Єдиний унікальний номер: 761/35393/17";"Номер провадження: 3/761/7412/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25212995/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:33:11...";"Єдиний унікальний номер: 761/35394/17";"Номер провадження: 3/761/7413/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213059/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:34:57...";"Єдиний унікальний номер: 761/35395/17";"Номер провадження: 3/761/7414/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213113/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:36:30...";"Єдиний унікальний номер: 761/35396/17";"Номер провадження: 3/761/7415/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213116/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:53:08...";"Єдиний унікальний номер: 761/35397/17";"Номер провадження: 1-кс/761/22413/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000213";;;;;
"http://court.gov.ua/log_documents/25213158/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:38:11...";"Єдиний унікальний номер: 761/35398/17";"Номер провадження: 3/761/7416/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213188/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:39:49...";"Єдиний унікальний номер: 761/35399/17";"Номер провадження: 3/761/7417/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213243/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:41:29...";"Єдиний унікальний номер: 761/35400/17";"Номер провадження: 3/761/7418/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213336/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:54:28...";"Єдиний унікальний номер: 761/35401/17";"Номер провадження: 1-кс/761/22414/2017";"Номер провадження слідчих органів: 2/2016/00/000/0000213";;;;;
"http://court.gov.ua/log_documents/25213346/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:43:12...";"Єдиний унікальний номер: 761/35403/17";"Номер провадження: 3/761/7419/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213347/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:29:53...";"Єдиний унікальний номер: 761/35402/17";"Номер провадження: 2-н/761/465/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25213429/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:44:54...";"Єдиний унікальний номер: 761/35404/17";"Номер провадження: 3/761/7420/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213474/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:51:03...";"Єдиний унікальний номер: 761/1018/17";"Номер провадження: 2-зз/761/60/17";"Поєднано зі справою № 761/1018/17[2610-20624722] з типом поєднання У порядку виконання";;;;;
"http://court.gov.ua/log_documents/25213502/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:46:42...";"Єдиний унікальний номер: 761/35406/17";"Номер провадження: 3/761/7421/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213620/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:48:27...";"Єдиний унікальний номер: 761/35408/17";"Номер провадження: 3/761/7422/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213699/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:50:05...";"Єдиний унікальний номер: 761/35409/17";"Номер провадження: 3/761/7423/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213814/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:51:53...";"Єдиний унікальний номер: 761/35410/17";"Номер провадження: 3/761/7424/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25213819/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:28:22...";"Єдиний унікальний номер: 761/35412/17";"Номер провадження: 2/761/7514/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25213889/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:54:01...";"Єдиний унікальний номер: 761/35413/17";"Номер провадження: 3/761/7425/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214029/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:55:56...";"Єдиний унікальний номер: 761/35415/17";"Номер провадження: 3/761/7426/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214118/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:55:39...";"Єдиний унікальний номер: 761/35416/17";"Номер провадження: 1-кс/761/22419/2017";"Номер провадження слідчих органів: 2/2014/00/000/0000526";;;;;
"http://court.gov.ua/log_documents/25214119/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 11:57:58...";"Єдиний унікальний номер: 761/35417/17";"Номер провадження: 3/761/7427/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214145/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:01:32...";"Єдиний унікальний номер: 761/35419/17";"Номер провадження: 2/761/7515/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25214196/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:00:20...";"Єдиний унікальний номер: 761/35420/17";"Номер провадження: 3/761/7428/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214250/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:02:16...";"Єдиний унікальний номер: 761/35421/17";"Номер провадження: 3/761/7429/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214358/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:04:24...";"Єдиний унікальний номер: 761/35422/17";"Номер провадження: 3/761/7430/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214540/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:26:52...";"Єдиний унікальний номер: 761/35423/17";"Номер провадження: 2/761/7516/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25214567/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:07:41...";"Єдиний унікальний номер: 761/35424/17";"Номер провадження: 3/761/7431/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214601/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:09:36...";"Єдиний унікальний номер: 761/35425/17";"Номер провадження: 3/761/7432/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214712/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:18:22...";"Єдиний унікальний номер: 761/35426/17";"Номер провадження: 3/761/7433/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214727/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:19:59...";"Єдиний унікальний номер: 761/35427/17";"Номер провадження: 3/761/7434/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214758/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:21:53...";"Єдиний унікальний номер: 761/35428/17";"Номер провадження: 3/761/7435/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214835/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:24:05...";"Єдиний унікальний номер: 761/35429/17";"Номер провадження: 3/761/7436/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214854/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:25:54...";"Єдиний унікальний номер: 761/35430/17";"Номер провадження: 3/761/7437/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214911/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:28:03...";"Єдиний унікальний номер: 761/35431/17";"Номер провадження: 3/761/7438/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25214925/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:56:37...";"Єдиний унікальний номер: 761/35416/17";"Номер провадження: 1-кс/761/22421/2017";"Номер провадження слідчих органів: 2/2014/00/000/0000526";;;;;
"http://court.gov.ua/log_documents/25214985/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:29:49...";"Єдиний унікальний номер: 761/35433/17";"Номер провадження: 3/761/7439/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215074/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:32:44...";"Єдиний унікальний номер: 761/35434/17";"Номер провадження: 3/761/7440/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215104/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:34:34...";"Єдиний унікальний номер: 761/35435/17";"Номер провадження: 3/761/7441/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215143/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:36:42...";"Єдиний унікальний номер: 761/35436/17";"Номер провадження: 3/761/7442/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215202/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:38:31...";"Єдиний унікальний номер: 761/35437/17";"Номер провадження: 3/761/7443/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215242/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:40:18...";"Єдиний унікальний номер: 761/35438/17";"Номер провадження: 3/761/7444/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215272/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:42:01...";"Єдиний унікальний номер: 761/35439/17";"Номер провадження: 3/761/7445/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215301/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:44:00...";"Єдиний унікальний номер: 761/35440/17";"Номер провадження: 3/761/7446/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215322/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:45:42...";"Єдиний унікальний номер: 761/35441/17";"Номер провадження: 3/761/7447/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215360/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:47:25...";"Єдиний унікальний номер: 761/35442/17";"Номер провадження: 3/761/7448/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215404/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:49:14...";"Єдиний унікальний номер: 761/35443/17";"Номер провадження: 3/761/7449/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215431/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:51:06...";"Єдиний унікальний номер: 761/35444/17";"Номер провадження: 3/761/7450/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215458/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:52:56...";"Єдиний унікальний номер: 761/35445/17";"Номер провадження: 3/761/7451/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215515/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:55:08...";"Єдиний унікальний номер: 761/35446/17";"Номер провадження: 3/761/7452/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215532/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 14:19:31...";"Єдиний унікальний номер: 761/35447/17";"Номер провадження: 1-кс/761/22422/2017";"Номер провадження слідчих органів: 1/2017/11/003/0003900";;;;;
"http://court.gov.ua/log_documents/25215590/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:57:03...";"Єдиний унікальний номер: 761/35448/17";"Номер провадження: 3/761/7453/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215594/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:24:48...";"Єдиний унікальний номер: 761/35449/17";"Номер провадження: 2/761/7517/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25215640/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 12:59:07...";"Єдиний унікальний номер: 761/35450/17";"Номер провадження: 3/761/7454/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215680/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:00:58...";"Єдиний унікальний номер: 761/35451/17";"Номер провадження: 3/761/7455/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215803/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 14:21:00...";"Єдиний унікальний номер: 761/35453/17";"Номер провадження: 1-кс/761/22423/2017";"Номер провадження слідчих органів: 1/2017/11/003/0003900";;;;;
"http://court.gov.ua/log_documents/25215823/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:05:10...";"Єдиний унікальний номер: 761/35454/17";"Номер провадження: 3/761/7457/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215861/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:23:04...";"Єдиний унікальний номер: 761/35455/17";"Номер провадження: 2/761/7518/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25215874/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:07:14...";"Єдиний унікальний номер: 761/35456/17";"Номер провадження: 3/761/7458/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25215941/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:09:23...";"Єдиний унікальний номер: 761/35457/17";"Номер провадження: 3/761/7459/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216047/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:11:33...";"Єдиний унікальний номер: 761/35459/17";"Номер провадження: 3/761/7460/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216217/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:14:25...";"Єдиний унікальний номер: 761/35460/17";"Номер провадження: 3/761/7461/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216290/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:21:32...";"Єдиний унікальний номер: 761/35461/17";"Номер провадження: 2-а/761/775/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25216297/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:16:06...";"Єдиний унікальний номер: 761/35462/17";"Номер провадження: 3/761/7462/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216346/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:17:56...";"Єдиний унікальний номер: 761/35463/17";"Номер провадження: 3/761/7463/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216382/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:19:48...";"Єдиний унікальний номер: 761/35465/17";"Номер провадження: 3/761/7464/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216406/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:21:32...";"Єдиний унікальний номер: 761/35466/17";"Номер провадження: 3/761/7465/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216437/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:23:17...";"Єдиний унікальний номер: 761/35467/17";"Номер провадження: 3/761/7466/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216491/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 14:03:38...";"Єдиний унікальний номер: 761/20519/17";"Номер провадження: 2-з/761/501/2017";"Поєднано зі справою № 761/20519/17[2610-23298035] з типом поєднання Забезпечення позову, доказів";;;;;
"http://court.gov.ua/log_documents/25216508/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:25:05...";"Єдиний унікальний номер: 761/35468/17";"Номер провадження: 3/761/7467/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216551/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:26:57...";"Єдиний унікальний номер: 761/35469/17";"Номер провадження: 3/761/7468/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216564/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 14:26:57...";"Єдиний унікальний номер: 761/35470/17";"Номер провадження: 1-кс/761/22426/2017";"Номер провадження слідчих органів: 1/2017/10/000/0000912";;;;;
"http://court.gov.ua/log_documents/25216588/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:28:43...";"Єдиний унікальний номер: 761/35471/17";"Номер провадження: 3/761/7469/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216643/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:30:28...";"Єдиний унікальний номер: 761/35472/17";"Номер провадження: 3/761/7470/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216675/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:31:49...";"Єдиний унікальний номер: 761/5599/16-ц";"Номер провадження: 2/761/7519/2017";"Поєднано зі справою № 761/5599/16-ц[2610-15348742] з типом поєднання На новий розгляд";;;;;
"http://court.gov.ua/log_documents/25216751/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:32:20...";"Єдиний унікальний номер: 761/35475/17";"Номер провадження: 3/761/7471/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216825/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:34:20...";"Єдиний унікальний номер: 761/35477/17";"Номер провадження: 3/761/7472/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25216848/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:19:57...";"Єдиний унікальний номер: 761/35478/17";"Номер провадження: 2-а/761/776/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25216862/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:35:26...";"Єдиний унікальний номер: 761/15898/17";"Номер провадження: 2/761/7520/2017";"Поєднано зі справою № 761/15898/17[2610-22637413] з типом поєднання Для продовження розгляду";;;;;
"http://court.gov.ua/log_documents/25216991/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:36:41...";"Єдиний унікальний номер: 761/35481/17";"Номер провадження: 3/761/7473/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217063/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:38:40...";"Єдиний унікальний номер: 761/35482/17";"Номер провадження: 3/761/7474/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217097/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:41:51...";"Єдиний унікальний номер: 761/12692/14-ц";"Номер провадження: 2/761/7521/2017";"Поєднано зі справою № 761/12692/14-ц[2610-15227536] з типом поєднання На новий розгляд";;;;;
"http://court.gov.ua/log_documents/25217111/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 14:34:35...";"Єдиний унікальний номер: 761/35484/17";"Номер провадження: 1-кс/761/22433/2017";"Номер провадження слідчих органів: 1/2017/11/003/0004741";;;;;
"http://court.gov.ua/log_documents/25217221/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 13:41:06...";"Єдиний унікальний номер: 761/35485/17";"Номер провадження: 3/761/7475/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25217349/2610/";"Дата та час початку автоматичного розподілу  06.10.2017 15:17:55...";"Єдиний унікальний номер: 761/35486/17";"Номер провадження: 2/761/7522/2017";"Спеціалізація: Позовне провадження";;;;;
