"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/25391637/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 12:34:47...";"Єдиний унікальний номер: 761/37031/17";"Номер провадження: 1-кс/761/23477/2017";"Номер провадження слідчих органів: 1/2017/10/010/0008264";;;;;
"http://court.gov.ua/log_documents/25392414/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:05:22...";"Єдиний унікальний номер: 761/23087/16-ц";"Номер провадження: 2-зз/761/62/17";"Поєднано зі справою № 761/23087/16-ц[2610";"17529966] з типом поєднання У порядку виконання";;;;
"http://court.gov.ua/log_documents/25392856/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:15:39...";"Єдиний унікальний номер: 761/38294/16-ц";"Номер провадження: 2-во/761/173/17";"Поєднано зі справою № 761/38294/16-ц[2610";"19439999] з типом поєднання У порядку виконання";;;;
"http://court.gov.ua/log_documents/25393623/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:31:33...";"Єдиний унікальний номер: 761/10207/17";"Номер провадження: 2-сз/761/234/17";"Поєднано зі справою № 761/10207/17[2610";"21829048] з типом поєднання У порядку виконання";;;;
"http://court.gov.ua/log_documents/25393680/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 14:39:31...";"Єдиний унікальний номер: 761/37044/17";"Номер провадження: 2/761/7676/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25394241/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:45:58...";"Єдиний унікальний номер: 761/8499/15-ц";"Номер провадження: 2-др/761/43/17";"Поєднано зі справою № 761/8499/15-ц[2610";"10291019] з типом поєднання У порядку виконання";;;;
"http://court.gov.ua/log_documents/25394543/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 13:51:09...";"Єдиний унікальний номер: 761/37051/17";"Номер провадження: 2/761/7677/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25394961/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 16:22:22...";"Єдиний унікальний номер: 761/37056/17";"Номер провадження: 2/761/7678/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25395368/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 16:19:58...";"Єдиний унікальний номер: 761/37060/17";"Номер провадження: 2-н/761/476/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25396176/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 14:24:16...";"Єдиний унікальний номер: 761/37065/17";"Номер провадження: 3/761/7754/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25396666/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 16:13:45...";"Єдиний унікальний номер: 761/37074/17";"Номер провадження: 2-н/761/480/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/25396668/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 17:16:23...";"Єдиний унікальний номер: 761/37075/17";"Номер провадження: 1-кс/761/23505/2017";"Спеціалізація: Клопотання, заяви, скарги (кримінальна колегія) відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/25396742/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 14:38:48...";"Єдиний унікальний номер: 761/37076/17";"Номер провадження: 3/761/7759/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/25396611/2610/";"Дата та час початку автоматичного розподілу  18.10.2017 14:35:09...";"Єдиний унікальний номер: 761/37073/17";"Номер провадження: 3/761/7758/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
